1 0.000906
1001 0.001085
2001 0.001085
3001 0.001085
4001 0.001098
5001 0.001472
6001 0.001356
7001 0.001397
8001 0.001356
9001 0.001356
10000 0.001829
11000 0.001829
12000 0.001808
13000 0.001808
14000 0.001808
15000 0.001808
