1 0.001601
1001 0.001919
2001 0.002398
3001 0.002397
4001 0.002414
5001 0.003285
6001 0.003198
7001 0.002735
8001 0.003198
9001 0.004795
10000 0.004829
11000 0.004795
12000 0.004797
13000 0.009593
14000 0.009593
15000 0.008801
